"particip,surveyyear,age,ethnicit,gender,targend,adjectiv,value"
"49,1996,18,Black,Men,men,arrogant,1"
"49,1996,18,Black,Men,men,conservative,1"
"49,1996,18,Black,Men,men,conventional,1"
"49,1996,18,Black,Men,men,courteous,1"
"49,1996,18,Black,Men,men,efficient,1"
"49,1996,18,Black,Men,men,faithful,1"
"49,1996,18,Black,Men,men,generous,1"
"49,1996,18,Black,Men,men,honest,1"
"49,1996,18,Black,Men,men,humorless,1"
"49,1996,18,Black,Men,men,individualistic,1"
"49,1996,18,Black,Men,men,industrious,1"
"49,1996,18,Black,Men,men,inhibited,1"
"49,1996,18,Black,Men,men,intelligent,1"
"49,1996,18,Black,Men,men,loyal to family ties,1"
"49,1996,18,Black,Men,men,materialistic,1"
"49,1996,18,Black,Men,men,meditative,1"
"49,1996,18,Black,Men,men,methodical,1"
"49,1996,18,Black,Men,men,nationalistic,1"
"49,1996,18,Black,Men,men,neat,1"
"49,1996,18,Black,Men,men,persistent,1"
"49,1996,18,Black,Men,men,practical,1"
"49,1996,18,Black,Men,men,progressive,1"
"49,1996,18,Black,Men,men,quick-tempered,1"
"49,1996,18,Black,Men,men,quiet,1"
"49,1996,18,Black,Men,men,revengeful,1"
"49,1996,18,Black,Men,men,scientifically-minded,1"
"49,1996,18,Black,Men,men,shy,1"
"49,1996,18,Black,Men,men,straightforward,1"
"49,1996,18,Black,Men,men,unaggressive,1"
"49,1996,18,Black,Men,women,artistic,1"
"49,1996,18,Black,Men,women,conventional,1"
"49,1996,18,Black,Men,women,cowardly,1"
"49,1996,18,Black,Men,women,efficient,1"
"49,1996,18,Black,Men,women,exotic,1"
"49,1996,18,Black,Men,women,faithful,1"
"49,1996,18,Black,Men,women,happy-go-lucky,1"
"49,1996,18,Black,Men,women,honest,1"
"49,1996,18,Black,Men,women,humorless,1"
"49,1996,18,Black,Men,women,imitative,1"
"49,1996,18,Black,Men,women,individualistic,1"
"49,1996,18,Black,Men,women,inhibited,1"
"49,1996,18,Black,Men,women,quiet,1"
"49,1996,18,Black,Men,women,religious,1"
"49,1996,18,Black,Men,women,reserved,1"
"49,1996,18,Black,Men,women,rude,1"
"49,1996,18,Black,Men,women,secretive,1"
"49,1996,18,Black,Men,women,sensitive,1"
"49,1996,18,Black,Men,women,sophisticated,1"
"49,1996,18,Black,Men,women,straightforward,1"
"49,1996,18,Black,Men,women,superstitious,1"
"49,1996,18,Black,Men,women,suspicious,1"
"49,1996,18,Black,Men,women,traditional,1"
"49,1996,18,Black,Men,women,unaggressive,1"
"50,1996,18,White,Women,men,ambitious,1"
"50,1996,18,White,Women,men,athletic,1"
"50,1996,18,White,Women,men,attractive,1"
"50,1996,18,White,Women,men,attractive,1"
"50,1996,18,White,Women,men,impulsive,1"
"50,1996,18,White,Women,men,inhibited,1"
"50,1996,18,White,Women,men,intelligent,1"
"50,1996,18,White,Women,men,loyal to family ties,1"
"50,1996,18,White,Women,men,materialistic,1"
"50,1996,18,White,Women,men,passionate,1"
"50,1996,18,White,Women,men,promiscuous,1"
"50,1996,18,White,Women,men,rude,1"
"50,1996,18,White,Women,men,sophisticated,1"
"50,1996,18,White,Women,men,straightforward,1"
"50,1996,18,White,Women,men,traditional,1"
"50,1996,18,White,Women,women,athletic,1"
"50,1996,18,White,Women,women,individualistic,1"
"50,1996,18,White,Women,women,intelligent,1"
"50,1996,18,White,Women,women,loud,1"
"50,1996,18,White,Women,women,loyal to family ties,1"
"50,1996,18,White,Women,women,outspoken,1"
"50,1996,18,White,Women,women,persistent,1"
"50,1996,18,White,Women,women,religious,1"
"57,1996,19,White,Women,men,ambitious,1"
"57,1996,19,White,Women,men,arrogant,1"
"57,1996,19,White,Women,men,conservative,1"
"57,1996,19,White,Women,men,conventional,1"
"57,1996,19,White,Women,men,efficient,1"
"57,1996,19,White,Women,men,evasive,1"
"57,1996,19,White,Women,men,humorless,1"
"57,1996,19,White,Women,men,individualistic,1"
"57,1996,19,White,Women,men,industrious,1"
"57,1996,19,White,Women,men,inhibited,1"
"57,1996,19,White,Women,men,intelligent,1"
"57,1996,19,White,Women,men,loyal to family ties,1"
"57,1996,19,White,Women,men,materialistic,1"
"57,1996,19,White,Women,men,methodical,1"
"57,1996,19,White,Women,men,neat,1"
"57,1996,19,White,Women,men,persistent,1"
"57,1996,19,White,Women,men,practical,1"
"57,1996,19,White,Women,men,progressive,1"
"57,1996,19,White,Women,men,quiet,1"
"57,1996,19,White,Women,men,reserved,1"
"57,1996,19,White,Women,men,rude,1"
"57,1996,19,White,Women,men,scientifically-minded,1"
"57,1996,19,White,Women,men,shrewd,1"
"57,1996,19,White,Women,men,straightforward,1"
"57,1996,19,White,Women,men,traditional,1"
"57,1996,19,White,Women,women,ambitious,1"
"57,1996,19,White,Women,women,conservative,1"
"57,1996,19,White,Women,women,courteous,1"
"57,1996,19,White,Women,women,dependent,1"
"57,1996,19,White,Women,women,efficient,1"
"57,1996,19,White,Women,women,faithful,1"
"57,1996,19,White,Women,women,humorless,1"
"57,1996,19,White,Women,women,intelligent,1"
"57,1996,19,White,Women,women,loyal to family ties,1"
"57,1996,19,White,Women,women,nationalistic,1"
"57,1996,19,White,Women,women,neat,1"
"57,1996,19,White,Women,women,persistent,1"
"57,1996,19,White,Women,women,practical,1"
"57,1996,19,White,Women,women,quiet,1"
"57,1996,19,White,Women,women,reserved,1"
"57,1996,19,White,Women,women,secretive,1"
"57,1996,19,White,Women,women,shy,1"
"57,1996,19,White,Women,women,straightforward,1"
"57,1996,19,White,Women,women,unaggressive,1"
"58,1996,18,White,Women,men,ambitious,1"
"58,1996,18,White,Women,men,conservative,1"
"58,1996,18,White,Women,men,intelligent,1"
"58,1996,18,White,Women,men,methodical,1"
"58,1996,18,White,Women,men,persistent,1"
"58,1996,18,White,Women,men,quiet,1"
"58,1996,18,White,Women,men,reserved,1"
"58,1996,18,White,Women,men,scientifically minded,1"
"58,1996,18,White,Women,men,shy,1"
"58,1996,18,White,Women,women,ambitious,1"
"58,1996,18,White,Women,women,courteous,1"
"58,1996,18,White,Women,women,exotic,1"
"58,1996,18,White,Women,women,faithful,1"
"58,1996,18,White,Women,women,honest,1"
"58,1996,18,White,Women,women,intelligent,1"
"58,1996,18,White,Women,women,materialistic,1"
"58,1996,18,White,Women,women,persistent,1"
"58,1996,18,White,Women,women,quiet,1"
"58,1996,18,White,Women,women,scientifically-minded,1"
"58,1996,18,White,Women,women,sophisticated,1"
"59,1996,20,Multiracial,Women,men,attractive,1"
"59,1996,20,Multiracial,Women,men,courteous,1"
"59,1996,20,Multiracial,Women,men,honest,1"
"59,1996,20,Multiracial,Women,men,loyal to family ties,1"
"59,1996,20,Multiracial,Women,men,passionate,1"
"59,1996,20,Multiracial,Women,men,sophisticated,1"
"59,1996,20,Multiracial,Women,men,straightforward,1"
"59,1996,20,Multiracial,Women,men,traditional,1"
"59,1996,20,Multiracial,Women,women,courteous,1"
"59,1996,20,Multiracial,Women,women,honest,1"
"59,1996,20,Multiracial,Women,women,individualistic,1"
"59,1996,20,Multiracial,Women,women,loyal to family ties,1"
"59,1996,20,Multiracial,Women,women,passionate,1"
"59,1996,20,Multiracial,Women,women,sophisticated,1"
"59,1996,20,Multiracial,Women,women,witty,1"
"60,1996,19,White,Women,men,ambitious,1"
"60,1996,19,White,Women,men,artistic,1"
"60,1996,19,White,Women,men,conservative,1"
"60,1996,19,White,Women,men,efficent,1"
"60,1996,19,White,Women,men,faithful,1"
"60,1996,19,White,Women,men,individualistic,1"
"60,1996,19,White,Women,men,intelligent,1"
"60,1996,19,White,Women,men,loyal to family ties,1"
"60,1996,19,White,Women,men,persistent,1"
"60,1996,19,White,Women,men,quiet,1"
"60,1996,19,White,Women,men,religious,1"
"60,1996,19,White,Women,men,scientifically-minded,1"
"60,1996,19,White,Women,men,sensitive,1"
"60,1996,19,White,Women,men,shy,1"
"60,1996,19,White,Women,women,ambitious,1"
"60,1996,19,White,Women,women,conservative,1"
"60,1996,19,White,Women,women,efficent,1"
"60,1996,19,White,Women,women,faithful,1"
"60,1996,19,White,Women,women,honest,1"
"60,1996,19,White,Women,women,individualistic,1"
"60,1996,19,White,Women,women,intelligent,1"
"60,1996,19,White,Women,women,loyal to family ties,1"
"60,1996,19,White,Women,women,nationalistic,1"
"60,1996,19,White,Women,women,practical,1"
"60,1996,19,White,Women,women,quiet,1"
"60,1996,19,White,Women,women,scientifically-minded,1"
"60,1996,19,White,Women,women,sensitive,1"
"60,1996,19,White,Women,women,shy,1"
"60,1996,19,White,Women,women,traditional,1"
"60,1996,19,White,Women,women,witty,1"
"61,1996,18,White,Men,men,asexual,1"
"61,1996,18,White,Men,men,conservative,1"
"61,1996,18,White,Men,men,conventional,1"
"61,1996,18,White,Men,men,honest,1"
"61,1996,18,White,Men,men,humorless,1"
"61,1996,18,White,Men,men,individualistic,1"
"61,1996,18,White,Men,men,industrious,1"
"61,1996,18,White,Men,men,inhibited,1"
"61,1996,18,White,Men,men,intelligent,1"
"61,1996,18,White,Men,men,nationalistic,1"
"61,1996,18,White,Men,men,neat,1"
"61,1996,18,White,Men,men,practical,1"
"61,1996,18,White,Men,men,practical,1"
"61,1996,18,White,Men,men,quiet,1"
"61,1996,18,White,Men,men,reserved,1"
"61,1996,18,White,Men,men,scientifically minded,1"
"61,1996,18,White,Men,men,sensitive,1"
"61,1996,18,White,Men,men,shrewd,1"
"61,1996,18,White,Men,men,shy,1"
"61,1996,18,White,Men,men,straightforward,1"
"61,1996,18,White,Men,men,unaggressive,1"
"61,1996,18,White,Men,women,attractive,1"
"61,1996,18,White,Men,women,exotic,1"
"61,1996,18,White,Men,women,honest,1"
"61,1996,18,White,Men,women,industrious,1"
"61,1996,18,White,Men,women,intelligent,1"
"61,1996,18,White,Men,women,loyal to family ties,1"
"61,1996,18,White,Men,women,neat,1"
"61,1996,18,White,Men,women,passionate,1"
"61,1996,18,White,Men,women,practical,1"
"61,1996,18,White,Men,women,quiet,1"
"61,1996,18,White,Men,women,scientifically-minded,1"
"61,1996,18,White,Men,women,secretive,1"
"61,1996,18,White,Men,women,shrewd,1"
"61,1996,18,White,Men,women,shy,1"
"61,1996,18,White,Men,women,sophisticated,1"
"61,1996,18,White,Men,women,suspicious,1"
"61,1996,18,White,Men,women,unaggressive,1"
"62,1996,18,White,Women,men,honest,1"
"62,1996,18,White,Women,men,inhibited,1"
"62,1996,18,White,Women,men,intelligent,1"
"62,1996,18,White,Women,men,loyal to family ties,1"
"62,1996,18,White,Women,men,methodical,1"
"62,1996,18,White,Women,men,quiet,1"
"62,1996,18,White,Women,men,reserved,1"
"62,1996,18,White,Women,men,scientifically-minded,1"
"62,1996,18,White,Women,men,secretive,1"
"62,1996,18,White,Women,men,shy,1"
"62,1996,18,White,Women,women,conventional,1"
"62,1996,18,White,Women,women,courteous,1"
"62,1996,18,White,Women,women,honest,1"
"62,1996,18,White,Women,women,industrious,1"
"62,1996,18,White,Women,women,inhibited,1"
"62,1996,18,White,Women,women,intelligent,1"
"62,1996,18,White,Women,women,loyal to family ties,1"
"62,1996,18,White,Women,women,methodical,1"
"62,1996,18,White,Women,women,nationalistic,1"
"62,1996,18,White,Women,women,neat,1"
"62,1996,18,White,Women,women,practical,1"
"62,1996,18,White,Women,women,quiet,1"
"62,1996,18,White,Women,women,reserved,1"
"62,1996,18,White,Women,women,scientifically-minded,1"
"62,1996,18,White,Women,women,shy,1"
"62,1996,18,White,Women,women,traditional,1"
"62,1996,18,White,Women,women,unaggressive,1"
"64,1996,22,White,Women,men,ambitious,1"
"64,1996,22,White,Women,men,conservative,1"
"64,1996,22,White,Women,men,conventional,1"
"64,1996,22,White,Women,men,deceitful,1"
"64,1996,22,White,Women,men,industrious,1"
"64,1996,22,White,Women,men,intelligent,1"
"64,1996,22,White,Women,men,loyal to family ties,1"
"64,1996,22,White,Women,men,materialistic,1"
"64,1996,22,White,Women,men,nationalistic,1"
"64,1996,22,White,Women,men,neat,1"
"64,1996,22,White,Women,men,religious,1"
"64,1996,22,White,Women,men,reserved,1"
"64,1996,22,White,Women,men,scientifically-minded,1"
"64,1996,22,White,Women,men,secretive,1"
"64,1996,22,White,Women,men,shrewd,1"
"64,1996,22,White,Women,men,traditional,1"
"64,1996,22,White,Women,women,conservative,1"
"64,1996,22,White,Women,women,inhibited,1"
"64,1996,22,White,Women,women,intelligent,1"
"64,1996,22,White,Women,women,loyal to family ties,1"
"64,1996,22,White,Women,women,nationalistic,1"
"64,1996,22,White,Women,women,neat,1"
"64,1996,22,White,Women,women,quiet,1"
"64,1996,22,White,Women,women,religious,1"
"64,1996,22,White,Women,women,reserved,1"
"64,1996,22,White,Women,women,scientifically-minded,1"
"64,1996,22,White,Women,women,shy,1"
"64,1996,22,White,Women,women,sophisticated,1"
"64,1996,22,White,Women,women,superstitious,1"
"64,1996,22,White,Women,women,traditional,1"
"66,1996,18,White,Men,men,exotic,1"
"66,1996,18,White,Men,men,humorless,1"
"66,1996,18,White,Men,men,industrious,1"
"66,1996,18,White,Men,men,intelligent,1"
"66,1996,18,White,Men,men,loyal to family ties,1"
"66,1996,18,White,Men,men,persistent,1"
"66,1996,18,White,Men,men,practical,1"
"66,1996,18,White,Men,men,quiet,1"
"66,1996,18,White,Men,men,scientifically-minded,1"
"66,1996,18,White,Men,men,shrewd,1"
"66,1996,18,White,Men,women,attractive,1"
"66,1996,18,White,Men,women,courteous,1"
"66,1996,18,White,Men,women,dependent,1"
"66,1996,18,White,Men,women,exotic,1"
"66,1996,18,White,Men,women,humorless,1"
"66,1996,18,White,Men,women,industrious,1"
"66,1996,18,White,Men,women,inhibited,1"
"66,1996,18,White,Men,women,intelligent,1"
"66,1996,18,White,Men,women,loyal to family ties,1"
"66,1996,18,White,Men,women,nationalistic,1"
"66,1996,18,White,Men,women,practical,1"
"66,1996,18,White,Men,women,quiet,1"
"66,1996,18,White,Men,women,reserved,1"
"66,1996,18,White,Men,women,sensitive,1"
"66,1996,18,White,Men,women,shy,1"
"66,1996,18,White,Men,women,unaggressive,1"
"67,1996,21,International,Men,men,conservative,1"
"67,1996,21,International,Men,men,conventional,1"
"67,1996,21,International,Men,men,efficient,1"
"67,1996,21,International,Men,men,industrious,1"
"67,1996,21,International,Men,men,loyal to family ties,1"
"67,1996,21,International,Men,men,materialistic,1"
"67,1996,21,International,Men,men,nationalistic,1"
"67,1996,21,International,Men,men,neat,1"
"67,1996,21,International,Men,men,quiet,1"
"67,1996,21,International,Men,men,reserved,1"
"67,1996,21,International,Men,men,scientifically-minded,1"
"67,1996,21,International,Men,men,traditional,1"
"67,1996,21,International,Men,men,unaggressive,1"
"67,1996,21,International,Men,women,conservative,1"
"67,1996,21,International,Men,women,conventional,1"
"67,1996,21,International,Men,women,dependent,1"
"67,1996,21,International,Men,women,faithful,1"
"67,1996,21,International,Men,women,loyal to family ties,1"
"67,1996,21,International,Men,women,nationalistic,1"
"67,1996,21,International,Men,women,neat,1"
"67,1996,21,International,Men,women,quiet,1"
"67,1996,21,International,Men,women,reserved,1"
"67,1996,21,International,Men,women,sensitive,1"
"67,1996,21,International,Men,women,shy,1"
"67,1996,21,International,Men,women,traditional,1"
"68,1996,18,White,Women,men,ambitious,1"
"68,1996,18,White,Women,men,conservative,1"
"68,1996,18,White,Women,men,courteous,1"
"68,1996,18,White,Women,men,cowardly,1"
"68,1996,18,White,Women,men,happy-go-lucky,1"
"68,1996,18,White,Women,men,honest,1"
"68,1996,18,White,Women,men,humorless,1"
"68,1996,18,White,Women,men,intelligent,1"
"68,1996,18,White,Women,men,loyal to family ties,1"
"68,1996,18,White,Women,men,neat,1"
"68,1996,18,White,Women,men,practical,1"
"68,1996,18,White,Women,men,quiet,1"
"68,1996,18,White,Women,men,reserved,1"
"68,1996,18,White,Women,men,scientifically-minded,1"
"68,1996,18,White,Women,men,sensitive,1"
"68,1996,18,White,Women,men,shy,1"
"68,1996,18,White,Women,men,traditional,1"
"68,1996,18,White,Women,men,unaggressive,1"
"68,1996,18,White,Women,women,artistic,1"
"68,1996,18,White,Women,women,conservative,1"
"68,1996,18,White,Women,women,courteous,1"
"68,1996,18,White,Women,women,happy-go-lucky,1"
"68,1996,18,White,Women,women,honest,1"
"68,1996,18,White,Women,women,individualistic,1"
"68,1996,18,White,Women,women,industrious,1"
"68,1996,18,White,Women,women,intelligent,1"
"68,1996,18,White,Women,women,neat,1"
"68,1996,18,White,Women,women,quiet,1"
"68,1996,18,White,Women,women,reserved,1"
"68,1996,18,White,Women,women,scientifically-minded,1"
"68,1996,18,White,Women,women,shy,1"
"68,1996,18,White,Women,women,traditional,1"
"75,1996,20,White,Women,men,ambitious,1"
"75,1996,20,White,Women,men,efficient,1"
"75,1996,20,White,Women,men,faithful,1"
"75,1996,20,White,Women,men,honest,1"
"75,1996,20,White,Women,men,industrious,1"
"75,1996,20,White,Women,men,intelligent,1"
"75,1996,20,White,Women,men,loyal to family ties,1"
"75,1996,20,White,Women,men,materialistic,1"
"75,1996,20,White,Women,men,neat,1"
"75,1996,20,White,Women,men,persistent,1"
"75,1996,20,White,Women,men,progressive,1"
"75,1996,20,White,Women,men,quiet,1"
"75,1996,20,White,Women,men,scientifically-minded,1"
"75,1996,20,White,Women,men,shrewd,1"
"75,1996,20,White,Women,men,shy,1"
"75,1996,20,White,Women,men,superstitious,1"
"75,1996,20,White,Women,men,traditional,1"
"75,1996,20,White,Women,women,ambitious,1"
"75,1996,20,White,Women,women,conceited,1"
"75,1996,20,White,Women,women,exotic,1"
"75,1996,20,White,Women,women,intelligent,1"
"75,1996,20,White,Women,women,loyal to family ties,1"
"75,1996,20,White,Women,women,materialistic,1"
"75,1996,20,White,Women,women,neat,1"
"75,1996,20,White,Women,women,quiet,1"
"75,1996,20,White,Women,women,scientifically-minded,1"
"75,1996,20,White,Women,women,secretive,1"
"75,1996,20,White,Women,women,shy,1"
"75,1996,20,White,Women,women,sophisticated,1"
"75,1996,20,White,Women,women,superstitious,1"
"76,1996,21,Asian,Women,men,courteous,1"
"76,1996,21,Asian,Women,men,efficient,1"
"76,1996,21,Asian,Women,men,faithful,1"
"76,1996,21,Asian,Women,men,honest,1"
"76,1996,21,Asian,Women,men,industrious,1"
"76,1996,21,Asian,Women,men,intelligent,1"
"76,1996,21,Asian,Women,men,loyal to family ties,1"
"76,1996,21,Asian,Women,men,quiet,1"
"76,1996,21,Asian,Women,men,scientifically-minded,1"
"76,1996,21,Asian,Women,men,shy,1"
"76,1996,21,Asian,Women,women,courteous,1"
"76,1996,21,Asian,Women,women,intelligent,1"
"76,1996,21,Asian,Women,women,loyal to family ties,1"
"76,1996,21,Asian,Women,women,quiet,1"
"76,1996,21,Asian,Women,women,shy,1"
"77,1996,19,White,Women,men,conservative,1"
"77,1996,19,White,Women,men,conventional,1"
"77,1996,19,White,Women,men,courteous,1"
"77,1996,19,White,Women,men,efficient,1"
"77,1996,19,White,Women,men,honest,1"
"77,1996,19,White,Women,men,industrious,1"
"77,1996,19,White,Women,men,intelligent,1"
"77,1996,19,White,Women,men,loyal to family,1"
"77,1996,19,White,Women,men,meditative,1"
"77,1996,19,White,Women,men,nationalistic,1"
"77,1996,19,White,Women,men,neat,1"
"77,1996,19,White,Women,men,persistent,1"
"77,1996,19,White,Women,men,quiet,1"
"77,1996,19,White,Women,men,reserved,1"
"77,1996,19,White,Women,men,scientifically-minded,1"
"77,1996,19,White,Women,men,shy,1"
"77,1996,19,White,Women,men,sophisticated,1"
"77,1996,19,White,Women,men,tradition-loving,1"
"77,1996,19,White,Women,men,unaggressive,1"
"77,1996,19,White,Women,women,attractive,1"
"77,1996,19,White,Women,women,effeminate,1"
"77,1996,19,White,Women,women,exotic,1"
"77,1996,19,White,Women,women,intelligent,1"
"77,1996,19,White,Women,women,passionate,1"
"77,1996,19,White,Women,women,promiscuous,1"
"77,1996,19,White,Women,women,quiet,1"
"77,1996,19,White,Women,women,secretive,1"
"77,1996,19,White,Women,women,sophisticated,1"
"78,1996,18,White,Women,men,ambitious,1"
"78,1996,18,White,Women,men,arrogant,1"
"78,1996,18,White,Women,men,conceited,1"
"78,1996,18,White,Women,men,conservative,1"
"78,1996,18,White,Women,men,efficient,1"
"78,1996,18,White,Women,men,evasive,1"
"78,1996,18,White,Women,men,humorless,1"
"78,1996,18,White,Women,men,industrious,1"
"78,1996,18,White,Women,men,intelligent,1"
"78,1996,18,White,Women,men,loyal to family ties,1"
"78,1996,18,White,Women,men,materialistic,1"
"78,1996,18,White,Women,men,persistent,1"
"78,1996,18,White,Women,men,progressive,1"
"78,1996,18,White,Women,men,quiet,1"
"78,1996,18,White,Women,men,rude,1"
"78,1996,18,White,Women,men,rude,1"
"78,1996,18,White,Women,men,scientifically-minded,1"
"78,1996,18,White,Women,men,shrewd,1"
"78,1996,18,White,Women,men,shy,1"
"78,1996,18,White,Women,men,traditional,1"
"78,1996,18,White,Women,men,unaggressive,1"
"78,1996,18,White,Women,women,effeminate,1"
"78,1996,18,White,Women,women,evasive,1"
"78,1996,18,White,Women,women,humorless,1"
"78,1996,18,White,Women,women,industrious,1"
"78,1996,18,White,Women,women,inhibited,1"
"78,1996,18,White,Women,women,intelligent,1"
"78,1996,18,White,Women,women,loyal to family ties,1"
"78,1996,18,White,Women,women,materialistic,1"
"78,1996,18,White,Women,women,methodical,1"
"78,1996,18,White,Women,women,neat,1"
"78,1996,18,White,Women,women,progressive,1"
"78,1996,18,White,Women,women,quiet,1"
"78,1996,18,White,Women,women,reserved,1"
"78,1996,18,White,Women,women,scientifically-minded,1"
"78,1996,18,White,Women,women,shy,1"
"78,1996,18,White,Women,women,traditional,1"
"78,1996,18,White,Women,women,unaggressive,1"
"80,1996,20,White,Women,men,ambitious,1"
"80,1996,20,White,Women,men,asexual,1"
"80,1996,20,White,Women,men,attractive,1"
"80,1996,20,White,Women,men,conservative,1"
"80,1996,20,White,Women,men,conventional,1"
"80,1996,20,White,Women,men,courteous,1"
"80,1996,20,White,Women,men,efficient,1"
"80,1996,20,White,Women,men,evasive,1"
"80,1996,20,White,Women,men,faithful,1"
"80,1996,20,White,Women,men,honest,1"
"80,1996,20,White,Women,men,industrious,1"
"80,1996,20,White,Women,men,loyal to family ties,1"
"80,1996,20,White,Women,men,materialistic,1"
"80,1996,20,White,Women,men,meditative,1"
"80,1996,20,White,Women,men,methodical,1"
"80,1996,20,White,Women,men,nationalistic,1"
"80,1996,20,White,Women,men,neat,1"
"80,1996,20,White,Women,men,persistent,1"
"80,1996,20,White,Women,men,practical,1"
"80,1996,20,White,Women,men,progressive,1"
"80,1996,20,White,Women,men,quiet,1"
"80,1996,20,White,Women,men,religious,1"
"80,1996,20,White,Women,men,reserved,1"
"80,1996,20,White,Women,men,scientifically-minded,1"
"80,1996,20,White,Women,men,secretive,1"
"80,1996,20,White,Women,men,shrewd,1"
"80,1996,20,White,Women,men,shy,1"
"80,1996,20,White,Women,men,superstitious,1"
"80,1996,20,White,Women,men,traditional,1"
"80,1996,20,White,Women,men,unaggressive,1"
"80,1996,20,White,Women,women,attractive,1"
"80,1996,20,White,Women,women,conservative,1"
"80,1996,20,White,Women,women,conventional,1"
"80,1996,20,White,Women,women,courteous,1"
"80,1996,20,White,Women,women,cowardly,1"
"80,1996,20,White,Women,women,dependent,1"
"80,1996,20,White,Women,women,efficient,1"
"80,1996,20,White,Women,women,faithful,1"
"80,1996,20,White,Women,women,generous,1"
"80,1996,20,White,Women,women,honest,1"
"80,1996,20,White,Women,women,imitative,1"
"80,1996,20,White,Women,women,industrious,1"
"80,1996,20,White,Women,women,inhibited,1"
"80,1996,20,White,Women,women,intelligent,1"
"80,1996,20,White,Women,women,loyal to family ties,1"
"80,1996,20,White,Women,women,meditative,1"
"80,1996,20,White,Women,women,methodical,1"
"80,1996,20,White,Women,women,neat,1"
"80,1996,20,White,Women,women,nurturant,1"
"80,1996,20,White,Women,women,practical,1"
"80,1996,20,White,Women,women,quiet,1"
"80,1996,20,White,Women,women,religious,1"
"80,1996,20,White,Women,women,reserved,1"
"80,1996,20,White,Women,women,secretive,1"
"80,1996,20,White,Women,women,sensitive,1"
"80,1996,20,White,Women,women,shy,1"
"80,1996,20,White,Women,women,superstitious,1"
"80,1996,20,White,Women,women,traditional,1"
"80,1996,20,White,Women,women,unaggressive,1"
"81,1996,18,White,Women,men,artistic,1"
"81,1996,18,White,Women,men,dependent,1"
"81,1996,18,White,Women,men,happy-go-lucky,1"
"81,1996,18,White,Women,men,honest,1"
"81,1996,18,White,Women,men,industrious,1"
"81,1996,18,White,Women,men,intelligent,1"
"81,1996,18,White,Women,men,loyal to family ties,1"
"81,1996,18,White,Women,men,methodical,1"
"81,1996,18,White,Women,men,neat,1"
"81,1996,18,White,Women,men,practical,1"
"81,1996,18,White,Women,men,quiet,1"
"81,1996,18,White,Women,men,scientifically-minded,1"
"81,1996,18,White,Women,men,sensitive,1"
"81,1996,18,White,Women,men,unaggressive,1"
"81,1996,18,White,Women,women,artistic,1"
"81,1996,18,White,Women,women,generous,1"
"81,1996,18,White,Women,women,happy-go-lucky,1"
"81,1996,18,White,Women,women,honest,1"
"81,1996,18,White,Women,women,intelligent,1"
"81,1996,18,White,Women,women,neat,1"
"81,1996,18,White,Women,women,practical,1"
"81,1996,18,White,Women,women,secretive,1"
"81,1996,18,White,Women,women,shy,1"
"81,1996,18,White,Women,women,sophisticated,1"
"82,1996,22,White,Men,men,conservative,1"
"82,1996,22,White,Men,men,faithful,1"
"82,1996,22,White,Men,men,humorless,1"
"82,1996,22,White,Men,men,industrious,1"
"82,1996,22,White,Men,men,intelligent,1"
"82,1996,22,White,Men,men,methodical,1"
"82,1996,22,White,Men,men,unaggressive,1"
"82,1996,22,White,Men,women,loyal to family ties,1"
"82,1996,22,White,Men,women,meditative,1"
"82,1996,22,White,Men,women,quiet,1"
"82,1996,22,White,Men,women,shy,1"
"82,1996,22,White,Men,women,unaggressive,1"
"84,1996,19,Asian,Women,men,ambitious,1"
"84,1996,19,Asian,Women,men,conservative,1"
"84,1996,19,Asian,Women,men,conventional,1"
"84,1996,19,Asian,Women,men,efficient,1"
"84,1996,19,Asian,Women,men,humorless,1"
"84,1996,19,Asian,Women,men,industrious,1"
"84,1996,19,Asian,Women,men,intelligent,1"
"84,1996,19,Asian,Women,men,loyal to family ties,1"
"84,1996,19,Asian,Women,men,neat,1"
"84,1996,19,Asian,Women,men,quiet,1"
"84,1996,19,Asian,Women,men,religious,1"
"84,1996,19,Asian,Women,men,reserved,1"
"84,1996,19,Asian,Women,men,scientifically-minded,1"
"84,1996,19,Asian,Women,men,sophisticated,1"
"84,1996,19,Asian,Women,men,traditional,1"
"84,1996,19,Asian,Women,women,conservative,1"
"84,1996,19,Asian,Women,women,conventional,1"
"84,1996,19,Asian,Women,women,dependent,1"
"84,1996,19,Asian,Women,women,humorless,1"
"84,1996,19,Asian,Women,women,industrious,1"
"84,1996,19,Asian,Women,women,intelligent,1"
"84,1996,19,Asian,Women,women,loyal to family ties,1"
"84,1996,19,Asian,Women,women,quiet,1"
"84,1996,19,Asian,Women,women,secretive,1"
"84,1996,19,Asian,Women,women,traditional,1"
"85,1996,19,White,Women,men,ambitious,1"
"85,1996,19,White,Women,men,conservative,1"
"85,1996,19,White,Women,men,efficient,1"
"85,1996,19,White,Women,men,humorless,1"
"85,1996,19,White,Women,men,industrious,1"
"85,1996,19,White,Women,men,intelligent,1"
"85,1996,19,White,Women,men,intelligent,1"
"85,1996,19,White,Women,men,loyal to family ties,1"
"85,1996,19,White,Women,men,materialistic,1"
"85,1996,19,White,Women,men,methodical,1"
"85,1996,19,White,Women,men,neat,1"
"85,1996,19,White,Women,men,progressive,1"
"85,1996,19,White,Women,men,quiet,1"
"85,1996,19,White,Women,men,reserved,1"
"85,1996,19,White,Women,men,scientifically-minded,1"
