particip,surveyyear,age,ethnicit,gender,grade,major,faoccup,maoccup,targend,adjectiv,categories1,categories2,rank,ranking,sit1,sit2,setting,mcodes,tcodes,ocodes,fcode
35,1996,2,3,1,4,3,7,3,women,conventional,7,7,26, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,efficient,11,11,29, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,intelligent,1,1,75,1,school,workplace,1, , , , 
35,1996,2,3,1,4,3,7,3,women,neat,16,16,55, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,quiet,5,5,76,2,classmates,workplace,1, , , , 
35,1996,2,3,1,4,3,7,3,women,reserved,5,5,59,4,everywhere, ,7, , , , 
35,1996,2,3,1,4,3,7,3,women,scientifically-minded,1,1,48, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,secretive,9,9,33, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,shy,5,5,69, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,sohpisticated,8,8,1, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,traditional,7,7,57, , , , , , , , 
35,1996,2,3,1,4,3,7,3,women,unaggressive,5,5,41, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,ambitious,6,6,60,5,with own children,classroom, , , , , 
37,1996,1,3,1,4,1,12,7,men,conservative,7,7,60, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,courteous,14,14,30, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,deceitful,9,9,11, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,efficient,11,11,55, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,honest,10,10,29, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,industrious,6,6,59,1,business,homework,3, , , , 
37,1996,1,3,1,4,1,12,7,men,inhibited,5,5,20, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,intelligent,1,1,88, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,loyal to family ties,7,7,84,2,memorials to ancestors,prayers for the dead,4, , , , 
37,1996,1,3,1,4,1,12,7,men,methodical,11,11,46, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,nationalistic,16,16,36, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,persistent,11,11,41, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,practical,11,11,37, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,quiet,5,5,76, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,reserved,5,5,61, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,rude,13,13,16, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,rude,13,13,15,4,at tourist locations,at a bus stop,2, , , , 
37,1996,1,3,1,4,1,12,7,men,scientifically-minded,1,1,92,3,science fans,career choices,1, , , , 
37,1996,1,3,1,4,1,12,7,men,sensitive,14,14,17, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,shrewd,9,9,28, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,tradition-loving,7,7,5, , , , , , , , 
37,1996,1,3,1,4,1,12,7,men,unaggressive,5,5,34, , , , , , , , 
37,1996,1,3,1,4,1,12,7,women,conceited,13,13,11, , , , , , , , 
37,1996,1,3,1,4,1,12,7,women,deceitful,9,9,4, , , , , , , , 
37,1996,1,3,1,4,1,12,7,women,evasive,9,9,7,4,job interviews,dating,3, , , , 
37,1996,1,3,1,4,1,12,7,women,exotic,3,3,26,3,at a bar,when dancing,2, , , , 
37,1996,1,3,1,4,1,12,7,women,lazy,16,16,4, , , , , , , , 
37,1996,1,3,1,4,1,12,7,women,materialistic,16,16,25, , , , , , , , 
37,1996,1,3,1,4,1,12,7,women,promiscuous,3,3,10, , , , , , , , 
37,1996,1,3,1,4,1,12,7,women,quiet,5,5,77,5,in class,at resturants,1, , , , 
37,1996,1,3,1,4,1,12,7,women,reserved,5,5,61,2,on the phone,when questioning for a job, , , , , 
37,1996,1,3,1,4,1,12,7,women,secretive,9,9,34,1,with diary,not friendly at work acquaintances, , , , , 
40,1996,1,1,2,1,4,6,3,men,conventional,7,7,2,3,*,*, , , , , 
40,1996,1,1,2,1,4,6,3,men,industrious,6,6,2,4,*,*, , , , , 
40,1996,1,1,2,1,4,6,3,men,intelligent,1,1,3,1,school,disscssions,1, , , , 
40,1996,1,1,2,1,4,6,3,men,loyal to family ties,7,7,3, , , , , , , , 
40,1996,1,1,2,1,4,6,3,men,practical,11,11,1, , , , , , , , 
40,1996,1,1,2,1,4,6,3,men,quiet,5,5,3, , , , , , , , 
40,1996,1,1,2,1,4,6,3,men,scientifically-minded,1,1,3,2,school,on TV,1, , , , 
40,1996,1,1,2,1,4,6,3,men,shy,5,5,3,5,when around them,socially, , , , , 
40,1996,1,1,2,1,4,6,3,women,artistic,16,16,1, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,attractive,3,3,2,4,school,on TV,1, , , , 
40,1996,1,1,2,1,4,6,3,women,conservative,7,7,3, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,conventional,7,7,2, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,effeminate,4,4,2, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,faithful,7,7,3, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,individualistic,8,8,1, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,intelligent,1,1,5,1,school,*,1, , , , 
40,1996,1,1,2,1,4,6,3,women,loyal to family ties,7,7,4, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,materialistic,16,16,1, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,passionate,3,3,2, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,reserved,5,5,3,5,school,*,1, , , , 
40,1996,1,1,2,1,4,6,3,women,scientifically-minded,1,1,1, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,sensitive,14,14,2,3,schhol,on TV,1, , , , 
40,1996,1,1,2,1,4,6,3,women,shy,5,5,3,2,school,*,1, , , , 
40,1996,1,1,2,1,4,6,3,women,suggestible,5,5,1, , , , , , , , 
40,1996,1,1,2,1,4,6,3,women,traditional,7,7,3, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,ambitious,6,6,19,3,work,school,3, , , , 
41,1996,2,3,1,3,3,6,10,men,asexual,4,4,2, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,conservative,7,7,13, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,conventional,7,7,7, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,efficient,11,11,18, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,humorless,11,11,10, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,industrious,6,6,17, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,inhibited,5,5,7, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,intelligent,1,1,21,1,school,work,1, , , , 
41,1996,2,3,1,3,3,6,10,men,loyal to family ties,7,7,18,2,home, ,4, , , , 
41,1996,2,3,1,3,3,6,10,men,neat,16,16,17, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,practical,11,11,10,5,school,work,1, , , , 
41,1996,2,3,1,3,3,6,10,men,quiet,5,5,19, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,scientifically-minded,1,1,26,4,school,work,1, , , , 
41,1996,2,3,1,3,3,6,10,men,secretive,9,9,8, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,shy,5,5,12, , , , , , , , 
41,1996,2,3,1,3,3,6,10,men,traditional,7,7,20, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,conservative,7,7,9, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,conventional,7,7,6, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,dependent,5,5,7,5,family, ,4, , , , 
41,1996,2,3,1,3,3,6,10,women,evasive,9,9,3, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,faithful,7,7,7, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,humorless,11,11,6, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,inhibited,5,5,7, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,intelligent,1,1,17, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,loyal to family ties,7,7,14,2,home, ,4, , , , 
41,1996,2,3,1,3,3,6,10,women,quiet,5,5,20, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,reserved,5,5,15,4,work,school,3, , , , 
41,1996,2,3,1,3,3,6,10,women,scientifically-minded,1,1,11, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,secretive,9,9,8, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,shy,5,5,17,1,school,date,1, , , , 
41,1996,2,3,1,3,3,6,10,women,suggestible,5,5,3, , , , , , , , 
41,1996,2,3,1,3,3,6,10,women,traditional,7,7,15,3,home,date,4, , , , 
42,1996,1,3,1,4,3,99,99,men,conservative,7,7,14, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,efficient,11,11,19,3,work, ,3, , , , 
42,1996,1,3,1,4,3,99,99,men,exotic,3,3,4,4,party, ,2, , , , 
42,1996,1,3,1,4,3,99,99,men,honest,10,10,8, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,industrious,6,6,18,5,work, ,3, , , , 
42,1996,1,3,1,4,3,99,99,men,intelligent,1,1,22,1,work, ,3, , , , 
42,1996,1,3,1,4,3,99,99,men,loyal to family ties,7,7,19, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,materialistic,16,16,8, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,neat,16,16,18, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,persistent,11,11,11, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,progressive,8,8,9, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,quiet,5,5,20, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,reserved,5,5,15, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,scientifically-minded,1,1,27,2,class, ,1, , , , 
42,1996,1,3,1,4,3,99,99,men,shrewd,9,9,7, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,sophisticated,8,8,5, , , , , , , , 
42,1996,1,3,1,4,3,99,99,men,traditional,7,7,21, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,artistic,16,16,7, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,exotic,3,3,9,5,public, ,2, , , , 
42,1996,1,3,1,4,3,99,99,women,faithful,7,7,8, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,generous,14,14,1, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,intelligent,1,1,18,1,class, ,1, , , , 
42,1996,1,3,1,4,3,99,99,women,loyal to family ties,7,7,15,3,home, ,4, , , , 
42,1996,1,3,1,4,3,99,99,women,nationalistic,16,16,3, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,neat,16,16,12, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,quiet,5,5,21, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,scientifically-minded,1,1,12,2,lab,class,1, , , , 
42,1996,1,3,1,4,3,99,99,women,sensitive,14,14,9,4,general,work,7, , , , 
42,1996,1,3,1,4,3,99,99,women,shrewd,9,9,3, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,traditional,7,7,16, , , , , , , , 
42,1996,1,3,1,4,3,99,99,women,witty,1,1,2, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,artistic,16,16,3,4,class,individually,1, , , , 
43,1996,2,3,2,4,1,61,3,men,conservative,7,7,15, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,courteous,14,14,9, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,efficient,11,11,20, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,honest,10,10,9, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,industrious,6,6,19, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,intelligent,1,1,23,1,class,library,1, , , , 
43,1996,2,3,2,4,1,61,3,men,loyal to family ties,7,7,20, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,meditative,16,16,7, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,neat,16,16,19, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,quiet,5,5,21, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,religious,16,16,3,5,general, ,7, , , , 
43,1996,2,3,2,4,1,61,3,men,reserved,5,5,16, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,scientifically-minded,1,1,28,2,class,small groups,1, , , , 
43,1996,2,3,2,4,1,61,3,men,shy,5,5,13, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,sophisticated,8,8,6,3,class,public,1, , , , 
43,1996,2,3,2,4,1,61,3,men,straightforward,10,10,3, , , , , , , , 
43,1996,2,3,2,4,1,61,3,men,traditional,7,7,22, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,conventional,7,7,7, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,courteous,14,14,10, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,dependent,5,5,8,4, , , , , , , 
43,1996,2,3,2,4,1,61,3,women,faithful,7,7,9, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,happy-go-lucky,12,12,1, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,industrious,6,6,8, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,intelligent,1,1,19,1, , , , , , , 
43,1996,2,3,2,4,1,61,3,women,loyal to family ties,7,7,16,3, , , , , , , 
43,1996,2,3,2,4,1,61,3,women,meditative,16,16,5, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,neat,16,16,13,5, , , , , , , 
43,1996,2,3,2,4,1,61,3,women,practical,11,11,7, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,quiet,5,5,22, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,scientifically-minded,1,1,13, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,sensitive,14,14,10, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,shy,5,5,18,2, , , , , , , 
43,1996,2,3,2,4,1,61,3,women,sophisticated,8,8,9, , , , , , , , 
43,1996,2,3,2,4,1,61,3,women,traditional,7,7,17, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,artistic,16,16,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,athletic,16,16,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,attractive,3,3,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,conceited,13,13,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,courteous,14,14,3, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,cruel,15,15,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,deceitful,9,9,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,dependent,5,5,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,efficient,11,11,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,exotic,3,3,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,faithful,7,7,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,humorless,11,11,3, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,individualistic,8,8,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,intelligent,1,1,4, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,lazy,16,16,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,loyal to family ties,7,7,4, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,materialistic,16,16,1,2,school,general,1, , , , 
44,1996,1,1,2,4,1,4,0,men,nationalistic,16,16,2,4,classroom discussion,cultural activities,1, , , , 
44,1996,1,1,2,4,1,4,0,men,neat,16,16,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,practical,11,11,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,progressive,8,8,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,quick-tempered,15,15,1,1,discussion on racial issues,social gatherings,1, , , , 
44,1996,1,1,2,4,1,4,0,men,quiet,5,5,4, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,religious,16,16,3,5,general, ,7, , , , 
44,1996,1,1,2,4,1,4,0,men,reserved,5,5,3, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,revengeful,15,15,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,rude,13,13,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,scientifically-minded,1,1,4,3,school, ,1, , , , 
44,1996,1,1,2,4,1,4,0,men,shy,5,5,4, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,sophisticated,8,8,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,traditional,7,7,5, , , , , , , , 
44,1996,1,1,2,4,1,4,0,men,unaggressive,5,5,3, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,arrogant,13,13,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,artistic,16,16,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,conceited,13,13,1,3,first impression,clubs,2, , , , 
44,1996,1,1,2,4,1,4,0,women,cruel,15,15,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,dependent,5,5,2,1,relationship,"friends, w/",2, , , , 
44,1996,1,1,2,4,1,4,0,women,faithful,7,7,4, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,humorless,11,11,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,intelligent,1,1,6, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,loyal to family ties,7,7,5, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,materialistic,16,16,2,2,general,clubs,7, , , , 
44,1996,1,1,2,4,1,4,0,women,nationalistic,16,16,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,passionate,3,3,3, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,quick-tempered,15,15,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,quiet,5,5,3, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,religious,16,16,3,4,general, ,7, , , , 
44,1996,1,1,2,4,1,4,0,women,reserved,5,5,4,5,general,around people,7, , , , 
44,1996,1,1,2,4,1,4,0,women,revengeful,15,15,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,scientifically-minded,1,1,2, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,secretive,9,9,1, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,shy,5,5,4, , , , , , , , 
44,1996,1,1,2,4,1,4,0,women,unaggressive,5,5,2, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,ambitious,6,6,20,5,business, ,3, , , , 
45,1996,2,3,1,3,3,28,31,men,conceited,13,13,3, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,conservative,7,7,16, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,conventional,7,7,8, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,cowardly,5,5,5, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,evasive,9,9,2, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,faithful,7,7,6, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,humorless,11,11,11, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,imitative,16,16,2, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,industrious,6,6,20, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,inhibited,5,5,8, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,intelligent,1,1,24,2,business,school,3, , , , 
45,1996,2,3,1,3,3,28,31,men,loyal to family ties,7,7,21,1, , , , , , , 
45,1996,2,3,1,3,3,28,31,men,materialistic,16,16,9, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,meditative,16,16,8, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,methodical,11,11,12, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,nationalistic,16,16,10, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,neat,16,16,20, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,persistent,11,11,12, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,quick-tempered,15,15,4, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,quiet,5,5,22, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,religious,16,16,4,4,home, ,4, , , , 
45,1996,2,3,1,3,3,28,31,men,revengeful,15,15,3, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,scientifically-minded,1,1,29,3,laboratories, ,1, , , , 
45,1996,2,3,1,3,3,28,31,men,secretive,9,9,9, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,superstitious,16,16,2, , , , , , , , 
45,1996,2,3,1,3,3,28,31,men,traditional,7,7,23, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,artistic,16,16,8, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,attractive,3,3,7, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,conventional,7,7,8, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,courteous,14,14,11, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,cowardly,5,5,2, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,dependent,5,5,9,4,family, ,4, , , , 
45,1996,2,3,1,3,3,28,31,women,faithful,7,7,10, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,humorless,11,11,7, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,inhibited,5,5,8, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,lazy,16,16,1, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,loyal to family ties,7,7,17,1, , , , , , , 
45,1996,2,3,1,3,3,28,31,women,materialistic,16,16,7, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,meditative,16,16,6, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,nationalistic,16,16,4, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,neat,16,16,14, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,nurturant,14,14,4, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,quiet,5,5,23, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,religious,16,16,3, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,reserved,5,5,16,3,cultural situations, ,2, , , , 
45,1996,2,3,1,3,3,28,31,women,revengeful,15,15,1, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,secretive,9,9,9, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,shy,5,5,19,2, , , , , , , 
45,1996,2,3,1,3,3,28,31,women,superstitious,16,16,3, , , , , , , , 
45,1996,2,3,1,3,3,28,31,women,traditional,7,7,18,5, , , , , , , 
45,1996,2,3,1,3,3,28,31,women,unaggressive,5,5,9, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,asexual,4,4,3, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,efficient,11,11,21, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,inhibited,5,5,9, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,intelligent,1,1,25, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,loyal to family ties,7,7,22, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,meditative,16,16,9, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,neat,16,16,21,2,homework,room,1, , , , 
46,1996,1,3,1,4,5,22,49,men,persistent,11,11,13, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,progressive,8,8,10, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,quiet,5,5,23,5,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,men,reserved,5,5,17, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,scientifically-minded,1,1,30,3,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,men,secretive,9,9,10, , , , , , , , 
46,1996,1,3,1,4,5,22,49,men,shy,5,5,14,1,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,men,unaggressive,5,5,11,4,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,women,cowardly,5,5,3, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,effeminate,4,4,4, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,evasive,9,9,4, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,faithful,7,7,11,5,husband, ,2, , , , 
46,1996,1,3,1,4,5,22,49,women,humorless,11,11,8, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,loyal to family ties,7,7,18, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,neat,16,16,15, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,nurturant,14,14,5, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,quiet,5,5,24,4,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,women,scientifically-minded,1,1,14, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,secretive,9,9,10,1,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,women,sensitive,14,14,11, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,shy,5,5,20,2,class, ,1, , , , 
46,1996,1,3,1,4,5,22,49,women,traditional,7,7,19, , , , , , , , 
46,1996,1,3,1,4,5,22,49,women,unaggressive,5,5,10,3,class, ,1, , , , 
47,1996,1,3,2,4,1,33,13,men,ambitious,6,6,21, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,conservative,7,7,17, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,efficient,11,11,22,2,work,class,3, , , , 
47,1996,1,3,2,4,1,33,13,men,humorless,11,11,12, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,intelligent,1,1,26,3,work,home,3, , , , 
47,1996,1,3,2,4,1,33,13,men,loyal to family ties,7,7,23, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,materialistic,16,16,10, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,meditative,16,16,10, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,methodical,11,11,13, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,neat,16,16,22, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,persistent,11,11,14,5,work,home,3, , , , 
47,1996,1,3,2,4,1,33,13,men,practical,11,11,11, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,quiet,5,5,24, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,scientifically-minded,1,1,31,1,class,work,1, , , , 
47,1996,1,3,2,4,1,33,13,men,secretive,9,9,11, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,straightforward,10,10,4, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,traditional,7,7,24, , , , , , , , 
47,1996,1,3,2,4,1,33,13,men,unaggressive,5,5,12,4,work,public places--restuarants,3, , , , 
47,1996,1,3,2,4,1,33,13,women,ambitious,6,6,6, , , , , , , , 
47,1996,1,3,2,4,1,33,13,women,arrogant,13,13,2, , , , , , , , 
47,1996,1,3,2,4,1,33,13,women,artistic,16,16,9, , , , , , , , 
47,1996,1,3,2,4,1,33,13,women,attractive,3,3,8,2,daily activities,public, , , , , 
47,1996,1,3,2,4,1,33,13,women,conventional,7,7,9, , , , , , , , 
47,1996,1,3,2,4,1,33,13,women,courteous,14,14,12, , , , , , , , 
47,1996,1,3,2,4,1,33,13,women,cowardly,5,5,4,5,"men, around",family situations,2, , , , 
47,1996,1,3,2,4,1,33,13,women,dependent,5,5,10, , , , , , , , 
